text,label
toh ai bacci take shimah mutuma bai kaunar talaka bbc kar kara sako manah zancan buhari ah gunnah koh kara kumahus,Negative
nabi buhari gudu takalm naga shegen sani sawa,Negative
ka duba comment dinnan zaka tabbatar baa son ganduj wlhi,Negative
toh me ya kawo hoton ganduj nan,Neutral
lmaooo labari duminsa jonathan ya kirawo buhari ta wayar tarho ya aminc shan kay,Neutral
mutini munhau motar baba mai gilashi bauchi,Neutral
inna lillahi wa inna lillahi rajiun shugabanni kuji tsoron allah,Positive
sulaiman bosho rabiu daush mustapha naburaska aminu ari baba saratu gidado kamal s alkali haleemah atet shehu hassan kano mujh chal darnah aghaya,Neutral
dama siyasar duniya wutar daya hurawa kansa gida yake son kauda hankalin duniya to kifi ganinka mai jar koma,Negative
tunda kun bamu abinci ai dole kara dokar hana fita marasa daraja kawai,Negative
au wai daman basu yafemasa ai nazata an wuce maganar y kiyayi aisha yasani baba natan kadai,Neutral
innalillahi waina rajiu ya allah kana ganin irin halin muke ciki ya allah kawo mana sauki rangomi shugaban nin kusani allah ya baku milki lokacin yake so ya karbi milk sa babu makawa ya karba wllh zaku hade allah dole kuyi bayani,Positive
baba ganduj can cin tuwon sallah naman sallah shikuwa mai gadi boarder gadi,Negative
ydg fatan alheri ga iyalan shugaba buhari mungod allah ya dawo mana dashi lfi ana cewa bazai dawo dai gawan sa,Positive
dama zaulaya che aka yi wa ganduj,Neutral
tahaka zasu fi samun tallafi daga cikin gida waje sannan ta zaifi ma gwamnati sauqin murqush taso,Neutral
yan siyasa yan iska wlhi,Negative
naga kuwa fuskar baba murtu,Negative
ash dai baba baa shirya mutuwa yanzu,Negative
garkuga laifinshi kayan miya sun qare anj neman tuwa toh allah yasa dai buhari garyai masu dan dunqul dan hannun yan damb yakeda,Negative
allah tareda baba uk finish put sanction on nigera e no go work nigeria is not iran endtheprotest maybuharisucce nigeria is not america,Positive
ganduj gandun aiki baa kare jimami kenan,Neutral
insha allah buhari zai cika dak alkawari yamawa yar nigeria allah ya tabatar mana alheri ameennextlevel cigaba,Positive
an raina masu waka fim arewacin najeriya ali jita httpstcoapbhsobud httpstcoxezrbtyag,Negative
talaka babban mikiyin buhari duk abinda kaki ki acikin rayuwar ka to fa yasan me yake ze para ki shima,Negative
ci uwarsu babah tsula musu kebil,Negative
wato kasar nan yanzu babu zaka yadda dashidga yan siyasar har malaman sun zama yan amshin shatasu niger tunda saudiyya suke yiwa ibadah gashi zasu sallah din sudga gobe sunso suce kara wani ma,Negative
hahaha gwamnati ta baya kudin fansa kinan to allah ya kiyayi gaba,Positive
ai baanan tsiyar take allah dai yasa zasu aikin baban gwiwa,Positive
gaskia musamman suka caccaki gwamnatin jonathan baya,Neutral
allah sarki nigeriaynxu gwamnati garemu gwamnatin buhari boko haram ipob oduduwa bandit kowa nashi dokoki,Negative
ai iya barazana bace zai ganduj kasa yardar allah,Negative
to menen acikin gwamnati inbanda xalinci karya dakuma yaudara hakika gwamnatin axxakimaic makiya allah tir dawannan baqar gwamnati,Negative
ah dama bamuyi tsammani jin wani abu dg gare ka b bnd wnnn sbd kae shugaba baza ka goyi bayan taaddanc vh aekin bnxa hk kake so muce rrr wollah ace mum bbu abinda ya iya sae duba lpr shanu,Negative
buhari ya bada umarni bude boda bamu iya ciyar kan namu mun sha wahalar banza allah ya isa wlh,Negative
dan ubanku bazaku iya trump babanki,Negative
allah ya bawa baba buhari ikon cika alkawarin daya dauka,Positive
gaskiya buhari baiyi wani abun azo agani arewa kwai dai ya yaudar,Negative
wallahi kubi ahankali bbc dan wlhi karku yarda ganduj yajiku,Neutral
shugaba mai adalaci talakawa,Positive
to mey amfanin zaben ma,Neutral
hakorin murnan hawan buhari mulki shezeyi ehun achir,Neutral
shikashikan imanin baba tsaro,Neutral
ruwan gwamnati kudi zata bayar akara gida wata sunyi kansu la la we ego affect,Neutral
babu godiya tsakanin baba kardai ka manta d k dinmu,Neutral
zasu sakawa buhari shiga cikin jirgi shima ya dana zaman dardar kenan,Neutral
aikin kenan dai ayi ta nuna mana kasashen suka ci gaba muna commentsamma kullum daga ace boko haram ta kash mutan ace yan garkuwa suna neman kudin fansa kaji yan fashi sun harb mutum kaza sun tafi dukiyoyin suhaba shugabannin arewa meke faruwa,Negative
malamai kufito fili kuce kawai buhari kuke,Neutral
mey hadinmu dasu ai kawai ai magudi shine apc kawai taci,Negative
gwanda corona shugabannin wllh kansu suke kashemu ana cewa yan bindiga dadina daita bata cika damun talakkaba saidai masu hannu shuni maana masu madafun iko suko masu madafun iko kash talakawa allah isarwa talakka ga shuwagabannin wlh,Negative
babban dana sanin dan kano yayi shine zabar buhari shine dana sani mafi muni tarihin siyasar jahar kano,Negative
an najeriya ganin rayuwa veri soon zasuc fara biyan haraji akan shan iskar muke,Negative
shima buharin irin tasa boyayyar manufar,Negative
tambayi shugaban kasar manakuma dayak yan kutumar uba,Negative
anya buhari kana sauraran karatuttuka kana jin qalubalen shugaba zai fuskanta ranar qiyama kayi adalcin baka tsira bare irin mulkin naka kama karya wallahi gwamnatin buhari bata amfani talaka komai wahala tsadar rayuwa ubangiji ya saka man,Negative
alhmdllh mun godeallah qara basiraplz wake acct number ni k ma zan tura by god will baba,Positive
shiru kakeji xauna lpi kara hakuri kuduba libya yanda taxama sakamakon bure ga shugaba lbrn kenan kullum,Neutral
tamabadat banza garambawul in shina iyawa juya najeriya lago ta dawo sakkwato ai mai sha dut tasha allah jikan talakkan nigeria,Negative
gwani abdullahi umar ganduj,Positive
ramin karya ana nufin mulkin buhari,Negative
wanan gwamnatin tafi maida hankali warin kuntatama talakawan qasarta,Negative
abin mamaki bane hakan shugaban kasar dan arewa,Neutral
aiki cikawaweldon mr ganduj,Neutral
bata wuta baba,Neutral
aunti sadau just tank god say lago if arewa u they drive and mistakenli enter goslow in minut zaki ji bakia nan yaran malam sun sace ki the next thing u go hear is buhari yayi alawadai abin ya faru finishgod save our countri,Positive
kune mahaukata maganan banza kawai lafiyanshi kalau mahassada wallahi baba till daram ram,Negative
duk nasan bana jin turanc nasan fassaran i belong to everyon and i belong to no bodi bazai wuce talakawa zabeni naci ubanku,Negative
wlh ni banyarda masu hankali ke mulkin najeriya,Negative
an kwace wa yahaya bello zaben kogi dai,Negative
fk shit yar minista gdan karya,Negative
bindigar ta harb an an rufe boda ana shigowa ar banzar coronar nan bindiga ta arauniyar hanya rashin bin doka,Negative
maganar gaskiya duk musulmi kwarai zaiji dadi sosai irin wanan hukumci muma nan muna fatan allah ya kawo irin wanan doka anan afrika,Positive
nifa kamar buhari wlh taka deep look at hi eye,Neutral
banza anyiwa mage kunu tunda babu dauki kake niyyar yiwa talakawan najeriya sake shaqe wuyansu kake yi kana yi musu kamshin mutuwa buhun shinkafa k,Negative
wai dan allah dagask shiyafada sharri akaimai to indai shiyafada yazama dole amiqashi asibitin mahaukata indai kaga apc tacigaba mulkin nigeria to saidai inda bakin bindiga zata kwata inkuma kuria zaa jefa aci zae wlh anyi nafarko anyi naqarsh,Negative
dama hka nigeria keyi duk dan takara asa photo sa ah takardar zabe,Neutral
kaji wata maganar wutar hasken lantarki tau kara dokar hana daukewar wutar lantarki doka mai tsanani cikin kasa,Neutral
an zagi fiyayyen halitta annabi kano gwamna muarrabansa sunyi shiru kamar komai be faru wai kiran kansa khadimul islam gashi cikin gaggawa muarrabansa wai sun sauk sarkin kano bisa rashin biyayya ga gwamnati,Negative
ni wlh zasu hada kuddinnnam bani wlh in ticket in fito takarar shugaban kasa,Neutral
gwamnatin kano qarya take domin iya jiya nasan anyi mutuwa cikin gari kawai ta,Negative
ta kwantowa gwamnatin ruwa,Negative
naija my countri ana iya hege wagga gwamnati daga cewa secur north kora,Negative
allah yarabamu gwamnatin ayan wariyar launin fata,Positive
kwanaki nawa pdp tayi tana zaman makoki aka kash yara cibok buni yadi lokacin take shugabancin kasan nan,Negative
baba ganduj mun gode jamaa sun sami ciko damina,Positive
yi jaa biyu ka koma offic babaa,Neutral
nifa har yanxu ya gama gwamnati ta fito tayiwa mutan bayani ya akai duk jahar cutar nan zata shiga wani talaka kuwa baya shigar dole kaji anc cutar nan ta shiga wata jahar kana bincik xa gaka dan siyasa babban maaikacin gwamnati,Negative
amin y rabbi dama allah swt y halicch sannan y ban ban tamu t bangaren yare aladu d kabilu don komai bah se dan dalilan allah y karo mana lpi d zaman lpi gami d yalwar arziki kasar najeriya httpstcocseflcrd,Positive
ai tsinannen kawai zai zabi apc,Negative
baba yayi magana fah anan allah ya gyara kasar nigeria httpstcoaqsiqgba,Positive
baban ka mai albarka yaro allah ya gafar ta masa,Positive
allah yajikan tsohon shugaban kasa ta janhuriyar niger tandja mamad allah yajikan musulmi,Positive
lall yar minista kam gashi baki gama wank wank,Negative
ga hannu samma baba nana sara makay are geniusa leader allah ya bar mana,Positive
wlh ganduj baya kaunar talaka yazo yarag albashi ya tafi wata gada wai mutannen kano gada zasu ci,Negative
buhari ake nufi wato shugaban kasar nigeria talaka zabe wasu shanawa,Neutral
ana sonku kuna son wasu najeriya kenan,Neutral
femi adesina annabi neh ta yaya mutan suna gani ana kash alumma ayi tunanin zasuyi shiru buhari ya zaga ai dole duba irin yanayin suke ciki rabu dasu,Negative
hhahaha tausaya miki randa mulki ya bar hannunku karki manta kafin ya yabi ubanki saida ya yabi shekarau ya para nuna gwamnati yabar gwamnati bbu irin zagin beyi mai ball k ubanki yapi kowa kayan zagi muje indai rarara,Negative
shine shuga banci nagari ena goyon bayan govnon lago baban abunda muka rasa daga shuga banin arewa gashi boko haram nata kash sanann sojoji kana sunata fama mamya kam hummm,Positive
allah muke roko yakaremu al gomnati bah,Neutral
mah shugaban kasansu aka harba,Negative
wato fa baba manjo kamar malamin makarantar allo duk inda yaji anyi tsit to nan zai tsulawa bulala,Negative
tazo mujita kanun labaran kamata yayi yazama ranar talata zaa addamar shirin aukar waanda keda uwa bakin murhu najeriya aiki inada yainin cewa tsoffin kurayen shugaba buhari ya zagay kansa dasu matsayin mataimaka gwamnatinsa kaai zasu zai san ransu,Neutral
zan bashi shawarar hukunta duk wani mai sa hannu cikin zanga zangar ta hanyar tsige daga matsayinshi cikin ikon gwamnati yan zaman banza to kawaii harbeshi tinda byan son zaman lafiya,Negative
no time to wast baba ganduj,Positive
allah yakarawa rayuwa albarka baba buhari,Positive
hausa forev funnyus labari duminsa jonathan ya kirawo buhari ta wayar tarho ya aminc shan kayenigeria,Neutral
nabi buhari gudu,Negative
duk wani dama munbaka buhari ka gaza kakara kudin mai kakara kudin wuta hakurinmu yagaza asayarda nigeria arabawa kowa gaadonsa,Negative
amfani zaiyi baba,Neutral
wnnan abu baya mana dadi kadan gwamnati gaskiya yan asalin jihar kano bama goyon bayan wnnan kudiri ake shirin yi wnann abu ake shirin yi raba kan alummar kano gaba daya,Negative
munafukai ya fada gwamnatin buhari ta hada data sun hanashi ganin likitocin sa wa yanda sune sukazo najeriya dubasa sune kotu ta bashi dama yaje duba lafiyar sa amman sun haqiq dole wasu daban zasu duba lafiyarsa hakan y saba aiki,Negative
yan nigeria akwai rashin hakuri buhari munsan duk cikin gyara musan kana san takalawa acigaba aiki kurum yadda ya kamata musan yanzu wajen talakawa kamar likita mahaukata kake kana basu magani suna zaginka tsine maka zasu gane gaba,Negative
hhhhh sae baba ganduj an qara samun kashewa,Negative
maganan take bada buharin yazo arush ya same ya rusa,Neutral
hmm baba bakac insha allah,Positive
kuje tambayi buhari mana bama san wani sabon munafurcin,Negative
gwamnati tace zauna gida zamu zauna yinwa tace fita zamu fita domin dukkansu masu fada ajin,Neutral
banda rashin kunya ma lokacin rabiu kwankwaso ya nada sunusi lamido ai presid basa so basu hurumi hka suka hakura yanxu rashin kunya wato buhari aka raina kenan koh,Negative
nikam aina locat bbc nan yake nayi wakan abubuwan buhari baiyi ya mana karya akai makiyan buhari sun ban n each zan saki wakar access bank mujahe sani muhammad,Neutral
you see bahkingah yandah nakeh yinki har snapchat,Positive
minen amfanin mulikin farar hula yanayi gaskiya ni inakira ga masu madafan iko gaggauta sauya shugabancin kasarnan zuwaga hannun sojoji kawai shine mafita amfanin bakin mulki dan allah an mayar damu tamkar dabbobi malam,Negative
oho kawai mudai yan najeriya mun san kowach kanwa ma ja che,Neutral
najeriya zaka lash gasan,Positive
yayikyau up baba buhari,Positive
wai dattawan arewa alokachin ake kash yanuwanmu anambarariv binuenig deltako lokachin bakuzo duniyaba baba buhari,Negative
kiri ya rage apara tsintar gawar yan karota akan titinadomin daga har shugabannin nasu basuda ilimi cikakk,Negative
kwankwaso baikai buhari yaji tsoronsaba insha allah kwankwaso batsunsu tarko,Negative
baba buhari shugaban babu irinshi nigeria talakkawa bazamu gane buhari nasan muba ya sauka ga mulki allah yaqara ma baba buhari lapiya hazaqa shugaba fatan alheri ake masa allah yamuna yanda mukeso,Positive
nufin mbuhari kenan arewacin kasar nan hanyar yola gomb hawan aka fara amman har yan ci kashi hanyar sabanin yanda muke ta ganin hanyoyin ke kudancin nigeria hanyar doguwa hanyar motoci in an fara musu bari httpstcocdvsglpz,Negative
wai nikam kubarmu buhari yakashemu pl naga kunada takura habaa wann zamuji,Negative
gaskiya kyau gwamnati ta kara kula ireiren wadannan gidaj domin amaimakon kasanc wurin shiryar kangararruto abin ya canja launi muna fatan gwamnati zata kara kokari,Positive
ganduj bai kamata jamaar kano sake zabarsa tunda yazama mijin indon kauy,Negative
kamar wane irin taimako yake nufi sbd mudai yan nigeria munsan munbada gudunmuwa sosai akan gwamnatin buhari mun zaa yaci zaben farko yakoma karo biyu to miya rage muna yanzu,Neutral
wane cigaba kake tunanin zamu samu kafin karshen shekarannan kowann dan talaka kamar ni zai lasa romon demokradiyya ranka yadad daga alhassan haruna maina jigawa auyo local govern,Neutral
allah yasa baba buhari yayi tazarc,Positive
babu laifi domin matukar ana samun malamai masu taqwah suna shiga siyasa abun mai matukar muhimm domin sune sukafi cancanta dasu shiga domin kawo gyara harkar,Positive
dama suke so shugaban kasa dan arewa an kasa gama titin arewa tir gwamnati,Negative
gasa baba,Negative
bbc kae koda kun matsawa farfesa ganduj i dont no y,Negative
mene ruwan ganduj ciki,Neutral
ikon saimai muna ruwa muyi shukka anfara shiry shiryen shirin zaben keanan allah yakaimu yasa ayi damu muna masu cikakkiyar koshin lafiya hwa wallahi akwai ta kasa,Positive
gaskiya hakan buhari yayi amfani wajan batawa suna nufin wai atiku barawon daga baya kawai gashi halinda muke ciki chanda yanzu ya lunka,Negative
hhhh origin i baya buya allah ya karawa baba lafiya nisan kwanaya kare daga sharri masu hassada zubbac zubbac ameen thumma ameenmuch love mrpresid sir in u we trust again insha allah fatan alkairi,Positive
allah sarki allah ya taimaka babaneman nakai yafi maula,Positive
jaruban nan xauren majalisar ynxu ankash mutum yafi talatun,Negative
ministan tsaro ya kamata yayi marabusko shugaban kassa ya tsige,Negative
ahayyedolen baban director dole kace wnan episod yafi burg ka sbd anyi show sosai allah yasaka mah rukayya dan tafadi gaskia dan mahmud bashida liver saka mace ta so itakuma sumayya ta zirma yawa sosai allah dai yabiya ka director,Positive
baba yan film sun fara zagin ka ya kamata dau mataki,Negative
rayuwa hmmmmmm wai me sl yayiwa ganduj allah sarki bawan allah ido kawai ka zuba ka hanashi bacci inada kayi magana ya salam allah ya bar mana slsameen i,Positive
najeriya banza gwara zauna chan suxo sauro ya musu illa,Negative
zakaga yadda buhari zaiyi dayan najeriya,Neutral
jamaa baba bukatar addua jiya yace kar kowa yazo masa barkada sallah yau yace aruf kowa agida anya baba asiri akayi makaba,Negative
babu shugaban kasar dabiun sa masu kyau ke kawatar dani kasashen european irin ta conserv leader kenn,Neutral
kije fara duba babanki tukunna ki kawo duba shugaba buhari marar tarbiyya kawai,Negative
mun riga munsali siyasa kawai kasuw bokoharam mudai yan nigeria munyi rashin sa an shuwaga banni,Negative
ana lissafa azzaluman shugabanni duniya dole asa erinsu elrufai buhari duk sharudan zalunci sun cika,Negative
lall ganduj akwai bakin jini,Negative
apc ta dakatar shugaban gwamnoninta httpstcomjlvzqyai httpstcoqvqmvujci,Negative
ni kadan hakan bai bani mamaki domin kuwa vazu dauki rayukan yankin arewa baki komai hakan ya kara tabbatar mana mulkin kama karya ake yi mana allah ya kaimu lokacin zabe maga shegen zai zo mana arewa campaign,Negative
you will explain the day you find yourself in your grave i dont know yadda kuke tunani koh tsoron allah bakwa ji kace babu gwamnati kasa,Negative
kullum aikin kenan ankash mutan musaman arewa amman duk manyan kasa duk sunyi shiru kudu ake rashin mutuncin yanzu ananan ana cewa buhari ya safka daya adauki dan arewa baisan komai babu wani dan south fito fili yace kisan akeyi bai ceba,Negative
ye boss kain baban mawaqah,Positive
yar shegiya you see what your stupid caus yar tsinan niya akwai sunfiki iskanc duniya basuxo social media sunyi wlh yadda natsaneki yanxu ban tsani buhari wlh shegiya mai katon baki httpstcomdwklsrai,Negative
masha allah gaskiya bamabamai sundinatash mungudiwa allah baba kakara dubawa anachiki yanayi yunwa gaskiya,Positive
toh ai muga alamu tunda har yanzu muna dokawa,Neutral
gaskiya kudaina cewa mufadi raayin an fada babu faida buhari dai baya jin shawara kodai kuna son mufara aika zage zage,Negative
kyau dadi dan siyasa ahannun kidnapp,Negative
dakudawa kukayi imani buhari bashida cin hanci rashawa,Neutral
how fuk do u expect the govt that are fuel d terror stop it which busi wil get them billion lik dat sugama busi jinin yan uwanmu musauk akasu iyalansu yan siyasan nigeria allah yatsin muku,Negative
mai gaskiya allah bless you baban buhari,Positive
tiktiktiktik dariya xai kash ni yasin buharin,Neutral
maganata batada faida wa buhari domin yatsara abinda yayi niyya janairu muna rokon allah yataimakemu yabamu lafiya zama lafiya,Positive
tatsuniya kawai kullum maganar kudin abaca yakai kasar waje waini kam abaca nan kadai shugaban daya mulki nigeria tin bayan samun yanci kuwa dai ana rainawa dan nigeria hankali sunan abaca haba allah abin ya isa hakanan mtsww,Negative
yan najeriya kadai,Neutral
text,Neutral
allah ya shiryaka ya dawo d hankalinka kan talakawan suka baka yancinsu suka zageka dan ganin cewa zakayi adalci sam baka wani kokari aradu happi birthday baba manjo,Positive
nabi mdd gudu tsula musu yafe gadon baya majalisar dinkin duniyar banza idona idon dan hegeya sena sare mai i hate nonsens,Negative
tare shugaban kasarsu baa katsina kam can ya bararraj saway kamar wata mai ciki jiran tsammani daga buratai an tabashi yace tsohon sojan akayi yakin basasan najeriya,Negative
yaush zai kaddamar arewa muda zaben wasu fin fun gajiyan hmm buhari jibril of sudan,Negative
ehh mana allah y karawa baba lpi,Positive
najeriya zaku tambaya kano kadai kano kadai najeriya,Neutral
haba mai girma shugaban kasa jiya daddar boma bomai sun fash fiy anan maiduguri har mutan dar dar din fita tahajjud,Negative
yan primari yaush zaa bude manaaminiya ki fadawa gwamnati wallahi mun gajiidan laifi muka yi mun tuba dan allah muma yanta,Neutral
gski daga dukkan alamu baku san gwamnatin yawal,Negative
ai basu kadai abin ya shafi arewacin najeriya amman duk mudai alhamdulillah,Positive
eh alama anayi bayan sutal adam oshimol daga mukaminsa shugaban jamiyyar me mulki nigeria muke zargin amfara zama doya manja,Negative
chabbbbbbbbbbbb babbar magana allah yasa buhari ma ya ata,Negative
wlh gwamnati xata bani d saqon talakawa yje ga han nun amman nasan inaaaa baxata bani im sure xata duk ciny du baxasu bamu,Neutral
wai harda baban garzali miko ciki naga mai farin kayan nan suna kama sosai fa,Neutral
tohh majalisar dinkin duniya,Neutral
allahu ya karba allah ya kara wa shugaban kasata lafiya basirar ciyar kasar gaba ameen,Positive
ig ya rame alamun aiki inji shugaba buhari,Positive
bbc baku d hankali kusa alama ga shugabanni barayi wayanda suke ray maiyasa bazakuyi sharhi akansuba y mutu komadai yane ai bazaku hadashi d wayannan azzaluman shugabanni namu n yanzuba gaskiya banji ddin abunda kukaiba kadaku kara,Negative
ni dukkansu babu zanyabawa tsakaninmu dasu allah ya isa baruwa bahuta hanyoyi masu kyau babu asibitoci isasu babu abinci mai kyau ga talaka tir mulkisu duka musammama buhari allah wadaransa yafi kowa cutar damu,Negative
bura uba alkuran karya suke min baba buhari,Negative
allah dai ya biya baba hkuri kkeyi dasu kenn,Positive
duk barayi in banda rashin mutunci wai gobnatin apc ke cewa abacha ya yi sata,Negative
zamu lababa barca muci kofin laliga tare shan duka daga wurin wace kungiyar kwallon kafa,Neutral
maganar hakan take don allah adu bamu baba,Neutral
mukam ai muna ganin shugab kasar nan tamu dama duk yace wani bai iya kumai kadai ya iya to fa wallahi ma bai iya,Negative
agurinmu badan wahala bane nigeria se baba two term,Positive
allah ya gafarta wa baban ali kwara amin kasa aljannah makomah baush an kwanta dama allah kasa can tafi nan amin,Positive
wadannan mutanen ka basu bindiga toh tabba karshen najeriya yazo domin sunfi sar jamian custom yin amfani alburushi akan gejin iska kadai aika mutum lahira,Negative
allah tareda baba uk finish put sanction on nigera e no go work nigeria is not iran endtheprotest maybuharisucce,Positive
yar kwaluba dole ai tunda kun hana cin yar gwamnati kun bar yar chana yar beru uwayen nata fama tsinta allah ya isa,Negative
mufa munci zabe mungama p d p power,Positive
duniyar masoya tayi rashin baban soyayya rishi kapoor cikin yevadarahawayyo love shahru khan kawai ya rage miki allah ya kara nauyin kasa rishi,Negative
buhari dodar yagama ya karya kujerar,Negative
dama kwankwaso yace tare zasuyi retir siyasa gandujemustresign,Neutral
mallam director dan kawalin fa kamar dan kawalin babar sumayyakodai ajjiy mata tayi har ta girma sannan ta bata dan kawalin fa yasha ajiyahar shekaru anayi munajin dadi director httpstcoxqogufvr,Positive
rarara dabann wallah indai fannin wakar siyasa basirarka ta daban dodontsula,Negative
video bbchausa johnmahama ya shugaban ghana mai jiran gadona san kana jin yaren hausa sosai ga sako daga mama ndc gare kaka duba wanan video actionisnowornev changeiscom neversaydi ghanaian ha spoken httpstcozfljqzmw,Neutral
jamaa baba ya je daura bai sake tunanin ya zasu kare d talakawa d safe wahala lyk privat jet,Negative
kei wnn mutumi wnn mutumi wato corona tayi sauki sei fita karshen bazei wuce yace rikicin siyasar kasar zai sasanta don jiya akac bakin macijin yayi ganawar sirri dashiamma dei wallahi allah wadei kaji matsalar kasarka sei yawan banza ka iya,Negative
gaskia mai girma gomna,Positive
sarki salman saudiyya ya kira shugaba buhari ta waya,Neutral
wallahi tsohon nan ya raina yan najeriya shekara hakuri ya ke bayarwa kamar dole,Negative
how fuk do u expect the govt that are fuel d terror stop it which busi wil get them billion lik dat sugama busi jinin yan uwanmu musauk akasu iyalansu yan siyasan nigeria allah yatsin muku,Negative
allah yabiya baba,Positive
abin ya fara wuce gona iri yakamata gwamnati ta dauki mummunan mataki akan masu dunkul hannayen nasu,Neutral
yarda ya harb babansa babu abinda zai faru yayima girman allah ya harb manjo kowama ya huta,Negative
iya dubaduba the answer is iya dubaduba samudara iya duba idona samudara baban yasiyamin samudara yace inyi tash samudara,Neutral
ya kamata bayyana labarin ake kashewa jiya wani mataki gomnati ta dauka shin baku labarin,Negative
kenan sun kash shugaban kasa guda sun kash banza kenan,Negative
an gaisheka baba,Positive
warn ake yima buhari,Neutral
allah ya kiyay gaba gaba gaba dai baban islama,Positive
dama matsayin dabbobi suke ganin especi matar tafi kowa rainin hankali cikin gwamnatin dadin abun dai baza dauwama akan mulkin mudai dai allah ya kwace muna cikin jarabawa,Negative
allah yasa donal trump y kawo w buhari ziyara suyi hanu biyu d amin,Positive
kano sukafi kowa zaben buhari ma zaben duk lissafin ya ragu sosai buhari ya manta irin soyayar yan nigeria suka nuna masa mussaman ma yan kano allah ya saka mana,Positive
matsalar wiwi kenan pha inji ubanwa yace umurnin buhari,Negative
dr hakeem baba say it all allah ya saka ma dr hakeem alkhairi muna bayan sa,Positive
nifa goyon baya hala alkhairi ke tafe alama joy is come apc,Positive
jan namiji jan wuya shiyasa kasamu championbakaga yanda kwankwaso ya iya chanza sheke asiyasa bace kasak chanza sheka kawai wata kila daga chairman kazama gwamna,Neutral
allah ya kawo muna karshen tash tashen hankula najeriya,Positive
koway banda baba ganduj,Neutral
shugaban kasa yfara gaisuwan wireless dole shegiya coronaviru,Negative
ydg bita kullen siyasa yan adawa suke amfani dama wajen bata ma mutum koh ya zubar masa darajan sa,Negative
ah tab wani raayi yarag ansak shine yaje yamutu acan ahannun gomnat rip elzazzaki,Negative
karyan banza wopi duk mun gane inda ka dosa baiwa fayemi mulki dan ya baka vice ya gama bar ma kujerar shugaban kasa ka kyal talakawa zabi abun ran ke so,Negative
lanberia kenanai suna sane suka kunno kayar sudama ai lokacin siyasa ya kusasalon raba mana hankalisun dade barakar bata yage baanki adink barakar,Negative
daga nan jihar lanjiriya hadari sa gabanka inda kakeso hadari malafar duniya hadari gaba mai hankali ya duba yamma hadarin asa maganin mai kabudo holoo hadarin kaka ganin hadari ya saka wanka kashi hadari sama sauraro shugaban asa joe biden au baba buhari zanc,Neutral
ai kaduna garin gomna munyi dacen jajirtaccen gomna,Positive
bazaa hakura lokacin akac ya hakura mulkin yayadda bazai iyya yahakura lokacin atiku ya kayar dashi zabe ya hakura yunwa ta kash gayamasa bazamu hakura,Negative
allah sarki muhammad babalala aini dauka wani tsoho ash ash matashi gaskiya kana bamu join allah yayi maka albarka,Positive
yanzu data jany karta jany uwarsu daya uban daya dan gidan karsu jany gwanda aje ayi sanaa karatun aeba dole bane daman duniya tazo karsh kowa ya koma karatun muhammadiya samu fadi qabari duk abinda yake faruwa laifin feder govern,Negative
mahaukatan banza suyi doka ganduj yazama sarkin kano yau kara godewa allah baiyi ni bakano,Negative
ga dukkan alamu wani ya gayama gwamnatin filato cewa in an je lahira ana dawowa,Neutral
to allah ya bamu abin saya dama bamu dogara gwamnati in sungadama suma qara kufin insha allahu zamu siya,Positive
yaush zaa daidaita fg marin shugaban asuu gayu ranar komawa tattara koma islamiyya,Negative
subhanalillah mai girma shugaban kasa ka fito kayi allah wadai,Negative
allah wadaran mulkin apc wllh nayi nasanin zamana dan nigeria karkashin mulkin jahilin shugaba wllh indai inada hakk kansa ranar alkiyama saidai konashi bazan yafe nawa hakkin,Negative
yakamata yasan cewasu makiyayan yankasan daga cikin dokar kasar akwai right to freedom of movement said indan sunyi masa abunda baidac ajamusu kunn,Neutral
kalmar buhari yakeso kamar allah wadai,Negative
allah ya taya maka jigo siyasar nijeriya babu fushi gareka baka gaba,Positive
allah yataemaki shugaba mae adalci,Positive
inafatan majalisar dinkin duniya tana kallan irin yadda yansanda ke musgunawa masu zangazangar lumana kasar america,Negative
yan shiar nigeria so suke siyiwa gwamnati taway addini suke mai kama kafa kungiyar kin zaman lafi mudai muslmai gaba daya babu abinda muka sani daidai wuce koyi annabi muhammad saw shine mafita duk yabi wata hanya tashiba to yabc,Negative
allah ya basu nasanar tsige akasata najeriya ma demokuradiyya take jaririya good luck jonathanbailey ya baiwa buhari mulki cikin ruwan sanyi,Positive
buhari ai bayajin shawaran talakawa en uwansa mugay,Negative
hakan baban kowa,Positive
abi liman canza masallaci gandujen dai,Neutral
dan allah daina kawo mana irin wadannan labarun haushin buharin duk kash kash ake yi arewa yataba yin wata maganar,Negative
wato iya naxari tunanin danayi kan film din labarina shine muhmud xai kasanc babansu dayan sumayyah duba yanda shima mahaifin nata dan duniyah sakamakon yatabayin ciki mawata yasa mahaifin maman sumayyah yaki aura masa nafi tunanin itac yayi mata ck,Neutral
wasu marasa kishin kasa suke cewa wai masoya buhari tura musu kudi suyi musu waka allah yayi wadan naka ya lalac,Negative
dede kenan muna godiya ganduj,Positive
najeriyar yasaki labarin duk ubanku yaci uwatai,Negative
world wide demokaradiyya tana kasar ta gado najeriya,Neutral
ai kamar dan najeriya ahalinda yake ciki yanzu kaga muma dole mutuna badi httpstcoejgogjjsan,Neutral
gaskiya abin yafara zama rainin hankali in gwamnati bazata iya kare yan kasaba to ai mufara tsare kawunanmu,Negative
